PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
315,1,3,"White, Mr. Ernest",male,,0,1,46406,10.91,E48,C
316,1,3,"Hewlett, Mr. Arthur",male,36.91353623093204,1,1,CA 105143,6.69,,S
317,0,2,"Beesley, Dr. Charlotte",female,24.11194175088437,1,0,145575,17.35,,S
318,0,2,"Palsson, Mr. Alexander",male,35.7965609200896,1,2,83674,28.53,,S
319,0,3,"Martinez, Lady. Emma",female,,5,0,51390,28.53,,S
320,0,2,"Taylor, Mr. Alexander",male,27.656545242974513,2,0,2906,12.83,E140,S
321,0,2,"Nasser, Mr. Leonard",male,34.28983473582516,1,0,158212,22.29,,C
322,1,1,"Jackson, Miss. Mabel",female,32.450082717419605,0,5,SC/Paris 190773,104.3,,S
323,1,3,"Heikkinen, Miss. Laura",female,,0,0,82199,2.08,,S
324,0,3,"Brown, Mr. Joseph",male,,1,2,A/5 123357,13.22,,S
325,1,1,"Wilson, Mrs. Sarah",female,54.02321248953279,2,1,313712,0.0,,S
326,1,1,"Allen, Mrs. Martha",female,22.55953192220749,1,2,95968,0.0,,C
327,0,3,"Williams, Mr. Walter",male,29.929209389621672,1,0,STON/O 300290,17.03,,S
328,0,3,"Thomas, Lady. Alice",female,28.442041617040307,4,0,390317,8.78,,S
329,0,2,"Moubarek, Mr. Ernest",male,,0,3,17939,23.63,,S
330,0,3,"Thomas, Sir. Patrick",male,,4,1,307604,12.8,,S
331,0,1,"Harris, Mr. Owen",male,41.40919949737274,8,0,63119,25.42,,S
332,1,2,"Jackson, Dr. Jane",female,15.587986456098262,1,0,145258,20.41,,C
333,0,3,"Carlsson, Miss. Mary",female,34.90815421328516,1,1,219827,0.0,,S
334,0,2,"Palsson, Mr. Charles",male,37.93515527458941,1,1,W./C. 150805,39.08,,S
335,0,3,"Palsson, Mr. Patrick",male,19.57022988385721,0,0,151685,0.0,G19,S
336,0,2,"Hill, Mr. Ernest",male,17.077501965208512,0,1,SC/Paris 346172,18.45,,S
337,1,2,"Hill, Mr. Samuel",male,54.42270513450193,2,0,239178,7.45,,S
338,1,3,"Sutehall, Dr. Catherine",female,25.338351972854532,0,2,235433,19.27,E141,C
339,0,2,"Smith, Mrs. Jane",female,53.117163874211656,1,5,37445,16.69,,S
340,0,3,"Vestrom, Mr. Samuel",male,44.15785945467074,4,0,310362,7.29,,S
341,0,1,"Hill, Ms. Charlotte",female,35.61421334444216,1,4,140294,135.19,,S
342,0,1,"Hill, Mr. Thomas",male,36.26170582721252,1,0,379232,85.77,,S
343,0,1,"Wilson, Miss. Jane",female,9.393916375203869,2,4,A/5 370256,115.0,,S
344,0,3,"Robinson, Mrs. Bertha",female,32.69823430759904,0,0,A/5 319465,2.21,,S
345,0,2,"Masselmani, Mr. George",male,,2,2,111100,2.74,,C
346,0,3,"Jones, Mr. Benjamin",male,39.57942279619133,1,1,298651,14.18,,C
347,1,3,"Masselmani, Mrs. Bertha",female,,1,2,388932,9.49,,S
348,0,3,"King, Mr. Harold",male,54.52308933934694,3,2,131364,19.89,,S
349,0,1,"Wright, Mr. Owen",male,27.01690952141834,1,2,PC 201065,79.21,,S
350,1,3,"Wright, Rev. Joseph",male,20.716442712185575,1,6,263597,15.26,E107,S
351,0,3,"Chapman, Dr. Edward",male,31.930562783134725,2,3,88362,0.0,,C
352,1,3,"McCarthy, Mr. Edward",male,40.81377683761814,2,0,100122,33.77,B63,S
353,1,3,"Cumings, Mrs. Elizabeth",female,4.791985610780216,2,2,98170,11.19,,C
354,0,3,"Moore, Miss. Anna",female,33.830595330611054,0,3,218912,20.67,,S
355,0,3,"Young, Mr. Michael",male,41.4500027252765,0,3,236851,3.8,F96,S
356,1,1,"Martin, Mrs. Florence",female,25.790196433195515,0,0,396233,102.48,,S
357,0,1,"Robinson, Dr. Owen",male,45.75098911138831,8,4,108724,5.83,,Q
358,0,3,"Palsson, Miss. Catherine",female,,0,0,A/5 276381,17.97,,S
359,1,3,"Martin, Lady. Edith",female,60.75005521841062,0,0,282396,9.08,,S
360,0,3,"Rice, Mr. Thomas",male,18.81625798507238,1,3,4543,13.32,,S
361,0,3,"Andersson, Miss. Helen",female,41.74529283219329,2,0,105647,20.68,,Q
362,1,1,"White, Rev. William",male,,8,6,328891,10.05,,S
363,0,1,"Brown, Mr. Arthur",male,6.27718645648747,0,0,237403,42.93,C141,S
364,0,3,"Harris, Miss. Martha",female,0.5,0,1,58196,18.03,,S
365,1,2,"Young, Mr. Alexander",male,37.505698324755436,0,2,A/5 350784,48.28,,C
366,0,1,"Hewlett, Mr. Michael",male,32.37159475218949,0,2,STON/O 98247,75.72,,C
367,1,3,"Thomas, Mr. Thomas",male,22.75375966825457,0,1,44822,19.5,,S
368,1,1,"Lewis, Dr. Mabel",female,3.9841871577306094,8,3,366543,77.58,,S
369,0,3,"Davis, Mr. Patrick",male,19.689393920989197,5,1,393575,34.36,F78,S
370,0,2,"Beesley, Mr. Robert",male,,0,1,61091,0.0,,S
371,0,3,"Rice, Miss. Edith",female,41.20095581849992,0,5,206603,14.04,,S
372,0,2,"Nasser, Miss. Emma",female,29.460231621409427,5,3,STON/O 373949,0.0,C20,S
373,0,2,"Vestrom, Dr. Samuel",male,,8,1,381233,0.0,,S
374,1,1,"Young, Mr. John",male,24.24608047587503,4,6,399640,101.85,D49,S
375,0,1,"Bonnell, Rev. Ernest",male,55.06375093664374,4,0,161259,92.37,D111,C
376,0,2,"Green, Mr. Charles",male,14.935380157240695,8,4,152611,17.3,,S
377,1,3,"Walker, Mr. James",male,,8,0,171457,11.83,,S
378,0,3,"Young, Miss. Edith",female,22.56080792709406,0,2,340606,47.08,,S
379,1,2,"Kelly, Miss. Ida",female,37.5692137706625,3,2,96310,17.64,,S
380,0,3,"Jackson, Mr. Richard",male,14.636533048090232,1,0,215168,18.61,E63,S
381,0,3,"Hill, Mr. Albert",male,31.66791956294598,0,4,W./C. 246014,5.86,D50,C
382,1,3,"Clark, Miss. Alice",female,32.09119707968508,1,1,361400,16.25,,S
383,1,1,"Andersson, Mr. Thomas",male,19.63180942436599,0,0,398916,69.71,,S
384,1,3,"Davis, Countess. Julia",female,34.484702183874425,0,5,252666,8.48,,S
385,1,1,"Wright, Major. Patrick",male,,1,0,104863,193.13,E15,S
386,1,1,"Hall, Mr. Daniel",male,13.502424934304681,5,6,336510,154.63,,S
387,0,3,"Martin, Miss. Catherine",female,,0,2,57096,14.5,,S
388,0,1,"Bonnell, Mr. Frank",male,5.633544010568087,8,1,334329,0.0,,S
389,1,3,"Robinson, Miss. Margaret",female,0.5,8,6,396167,9.03,E109,S
390,1,3,"King, Mr. Peter",male,37.4260828615536,1,1,80888,42.73,,S
391,1,3,"Cumings, Mr. Leonard",male,44.91006416757197,2,1,95533,10.46,E87,S
392,0,3,"Rice, Miss. Lillian",female,,8,3,140876,25.14,,S
393,0,1,"Wright, Mr. John",male,20.012975544582325,0,0,292736,170.52,,S
394,1,2,"Moore, Miss. Caroline",female,44.28026077663112,0,6,STON/O 325809,23.85,,C
395,0,3,"Brown, Mr. William",male,13.089695839015661,1,6,279026,3.74,,S
396,1,1,"Bonnell, Mr. Albert",male,9.931096941543203,1,0,155841,0.0,,C
397,1,2,"O'Brien, Mrs. Charlotte",female,39.96072814377307,8,0,SOTON/OQ 365765,29.89,,S
398,0,1,"Andersson, Mr. Benjamin",male,29.831053704428456,0,0,13879,35.11,,C
399,1,1,"Masselmani, Mr. Arthur",male,45.140712719708446,5,0,178145,94.57,,S
400,1,2,"Jackson, Mr. Frederick",male,0.5,8,0,134922,4.75,,S
401,0,1,"Harris, Mr. George",male,9.390227128780836,4,2,275097,68.09,,S
402,1,3,"Andersson, Mr. Charles",male,,1,3,155607,13.37,D107,S
403,0,3,"Jackson, Ms. Grace",female,,0,2,C.A. 253712,15.95,,Q
404,1,3,"Harris, Mrs. Clara",female,41.98145777149715,1,4,301314,0.74,D91,S
405,0,1,"Beesley, Mrs. Elizabeth",female,32.234857647727274,1,0,239657,155.81,,Q
406,1,1,"Sutehall, Miss. Martha",female,,4,1,PC 398748,48.19,C113,S
407,0,1,"Martinez, Miss. Agnes",female,24.05367762606212,5,4,A/5 93115,0.0,,S
408,0,3,"Johnson, Miss. Alice",female,52.768121121115506,0,0,71400,11.8,,S
409,1,3,"Bonnell, Mr. Owen",male,13.70615989567778,0,4,364308,13.38,,S
410,0,1,"Carlsson, Mrs. Ellen",female,34.905792212061115,4,4,142774,93.64,,Q
411,0,3,"King, Miss. Sarah",female,15.376771898473711,0,0,272480,27.98,,S
412,1,1,"Hill, Mr. Robert",male,37.454288914172636,0,2,W./C. 37021,69.81,,S
413,1,3,"Futrelle, Mr. Leonard",male,,5,1,SOTON/OQ 118369,11.68,,Q
414,0,3,"Anderson, Mr. Ernest",male,40.48532762825664,8,1,90402,0.86,,S
415,1,3,"Masselmani, Sir. Edward",male,31.325521728955497,3,4,216657,22.03,,S
416,0,3,"Rice, Miss. Florence",female,54.997268012250885,5,1,C.A. 181109,15.03,,S
417,0,3,"Green, Mr. Richard",male,25.625215114562007,1,2,126695,8.38,,S
418,0,2,"Lewis, Major. Frank",male,,4,5,STON/O 145407,0.0,,S
419,1,3,"Moubarek, Miss. Lillian",female,18.394983933319708,0,4,212445,28.89,,S
420,1,1,"Miller, Mr. Henry",male,25.52555140660123,0,6,294151,10.34,,S
421,1,3,"Dooley, Mr. Frederick",male,31.233367451943117,1,0,A/5 119637,6.5,,S
422,1,3,"McCarthy, Mr. Alfred",male,,1,1,C.A. 27393,16.94,E130,S
423,0,3,"Andersson, Miss. Mabel",female,9.144452954320805,4,6,351434,0.0,,Q
424,0,2,"Nasser, Mrs. Charlotte",female,38.39795984761685,1,0,141179,1.58,,S
425,0,3,"Anderson, Sir. Frank",male,,8,2,94650,0.0,,S
426,0,3,"Futrelle, Mrs. Clara",female,21.10256527080368,4,1,W./C. 380739,20.93,,S
427,0,3,"Garcia, Mr. William",male,19.013700383957044,1,3,A/5 306086,7.0,,S
428,1,1,"Davis, Miss. Clara",female,,1,3,259480,259.64,,S
429,0,1,"Graham, Mrs. Martha",female,31.331985367619314,5,2,355403,24.34,,C
430,0,1,"Brown, Miss. Florence",female,,1,0,187770,28.71,D6,C
431,0,1,"Chapman, Mr. Alexander",male,0.5,2,0,SC/Paris 30086,50.08,,S
432,1,3,"Moran, Miss. Annie",female,50.18609382316343,1,3,126604,15.67,E128,S
433,0,1,"King, Mrs. Margaret",female,,0,1,217682,55.79,E146,S
434,0,3,"Harris, Mr. Richard",male,,0,3,PC 364649,19.74,B87,S
435,0,2,"Martin, Miss. Clara",female,45.44593709668056,0,0,191707,8.28,,S
436,1,1,"Hewlett, Mr. Henry",male,45.00067334430012,5,0,376601,1.1,,C
437,0,3,"Chapman, Mrs. Jessie",female,29.706459665719404,1,0,STON/O 293441,0.0,,S
438,1,3,"Moore, Mr. Walter",male,,1,0,36739,0.0,E120,Q
439,1,3,"Wright, Miss. Alice",female,44.42080732914354,5,3,9314,7.3,,S
440,0,3,"Futrelle, Mr. Thomas",male,26.202149538688403,4,1,370802,9.69,,S
441,0,3,"Moubarek, Mr. Albert",male,37.658743235374864,0,0,118174,6.05,B112,S
442,1,1,"Masselmani, Mr. Arthur",male,61.87841844344578,0,0,STON/O 21365,158.6,E60,S
443,0,3,"Taylor, Sir. Alexander",male,33.35163288404247,4,0,394186,26.51,,S
444,0,3,"Carlsson, Mr. Daniel",male,16.40517197008085,0,5,341362,9.32,C114,S
445,1,3,"Harris, Sir. Samuel",male,24.831900573664036,1,0,242099,0.0,,S
446,1,1,"Young, Mr. John",male,18.253042276505678,0,4,SOTON/OQ 239502,50.0,,C
447,1,3,"O'Brien, Mr. Owen",male,35.98560090300357,0,1,PC 391555,6.4,,S
448,1,1,"Thompson, Mr. Frank",male,18.01202039812783,0,2,287740,44.57,,C
449,0,1,"Moore, Miss. Ida",female,22.84365437593017,2,4,59382,42.14,,S
450,0,2,"Jones, Col. Benjamin",male,11.075759571089801,0,2,SC/Paris 84029,12.5,A89,C
451,1,3,"Davis, Miss. Marie",female,27.78473841997242,2,5,337243,8.75,,S
452,0,3,"Jackson, Mrs. Charlotte",female,32.26294450287972,0,2,325401,6.01,,S
453,0,3,"Cumings, Ms. Anna",female,0.5,2,2,321580,15.29,,S
454,1,3,"Young, Mr. Arthur",male,33.463816641463204,1,0,C.A. 255797,16.96,,S
455,0,2,"Heikkinen, Miss. Jane",female,29.037346649096698,0,0,33376,9.16,,S
456,0,2,"Taylor, Capt. Alexander",male,18.607616743036154,0,0,78924,37.52,,S
457,0,2,"Moore, Mr. Alexander",male,59.11511940191316,0,0,47737,8.26,F13,S
458,0,3,"Lewis, Mr. William",male,43.597909650268946,1,1,PC 184024,0.0,,S
459,0,1,"Rice, Miss. Marie",female,13.802163950804678,0,1,PC 60946,106.85,,S
460,0,3,"Thompson, Mr. Frederick",male,41.85443475378153,5,1,SC/Paris 264685,4.01,,S
461,0,3,"Lewis, Mr. Patrick",male,47.745222102305334,1,1,306218,16.53,,S
462,1,2,"Nasser, Mrs. Clara",female,31.614303377954577,0,0,102387,0.0,,S
463,1,3,"Martinez, Miss. Anna",female,34.94090953573622,1,0,W./C. 394985,28.32,D85,C
464,0,3,"Young, Mr. Harold",male,34.606026670363065,1,2,266116,20.4,,S
465,1,3,"Garcia, Mr. Peter",male,0.5,0,2,W./C. 150725,0.0,,S
466,0,3,"Dooley, Miss. Agnes",female,26.99039084566921,0,1,40339,0.0,,S
467,0,2,"Graham, Mr. James",male,26.235763791231584,0,6,CA 305543,42.74,B69,S
468,1,2,"Clark, Mr. Samuel",male,50.437256730118236,0,0,28909,11.41,F86,S
469,0,3,"Hall, Mr. Alfred",male,,1,6,C.A. 189644,3.82,B74,S
470,1,3,"Williams, Miss. Elizabeth",female,,0,0,STON/O 158541,0.0,,S
471,0,1,"Walker, Mrs. Jane",female,28.393191255630335,1,4,142002,62.95,,S
472,1,3,"Jackson, Miss. Martha",female,44.539090933597315,1,0,36863,10.5,,S
473,0,3,"Sutehall, Miss. Annie",female,27.023522382942925,0,0,CA 132627,20.87,,C
474,1,3,"Andersson, Rev. Charles",male,19.576164770171665,2,0,STON/O 54915,0.0,,S
475,0,1,"Wright, Mr. Frank",male,25.702318202647437,1,2,204462,0.0,,S
476,1,3,"Clark, Mr. Owen",male,,0,3,374410,17.96,,S
477,0,3,"Williams, Rev. Arthur",male,,1,0,129041,24.07,,S
478,0,1,"Green, Dr. George",male,30.341885613562148,2,0,C.A. 234169,0.0,,S
479,1,1,"Taylor, Mrs. Ellen",female,32.477319841950035,0,6,21187,148.89,,S
480,0,3,"Garcia, Mr. Alexander",male,21.58373413286551,1,0,PC 239185,13.41,,S
481,1,1,"Carlsson, Mrs. Julia",female,26.887733693581524,1,1,40220,149.51,E33,Q
482,1,3,"McCarthy, Mr. Patrick",male,20.0820873342695,1,0,8642,12.23,C34,Q
483,0,3,"Jackson, Mr. Walter",male,25.42570037765372,0,1,301336,0.0,D64,S
484,1,1,"Wilson, Mr. Benjamin",male,49.21958482258606,1,1,C.A. 228655,74.88,D55,Q
485,0,3,"Hall, Mr. Ernest",male,14.070858735030745,4,3,267926,24.66,,S
486,1,2,"Sutehall, Mrs. Margaret",female,19.71359383686773,1,0,A/5 237836,9.38,,S
487,0,3,"Smith, Col. Benjamin",male,11.512666487431598,2,0,323174,8.73,,S
488,0,2,"Brown, Mr. Charles",male,8.371823020779825,5,0,187278,18.71,,S
489,1,3,"Clark, Mr. Frank",male,26.991807244168275,0,0,396739,0.0,B5,S
490,1,1,"Moore, Mr. Leonard",male,20.744666863888593,0,1,A/5 207900,184.28,,Q
491,0,2,"Taylor, Col. Owen",male,55.24448949648679,1,4,STON/O 399825,9.28,,S
492,1,3,"Palsson, Mrs. Ida",female,25.598725080421996,0,0,23936,18.56,,S
493,0,2,"King, Mrs. Elizabeth",female,48.39625451973535,8,0,374403,19.87,F72,C
494,0,3,"Martin, Mr. Patrick",male,43.73609388663918,0,2,A/5 276307,26.83,,S
495,0,2,"Moran, Dr. Charlotte",female,26.670164749251796,0,0,SOTON/OQ 178129,26.28,,S
496,0,3,"Clark, Mr. Robert",male,60.296965940241535,1,5,207063,10.42,,S
497,0,1,"Miller, Mr. Leonard",male,,0,6,206671,30.39,,S
498,0,3,"Moubarek, Mr. Edward",male,51.63863435705784,0,1,225006,21.78,,S
499,1,2,"O'Brien, Mr. Thomas",male,49.950654927928326,4,1,253358,0.0,,S
500,1,1,"Wilson, Rev. George",male,,0,0,STON/O 252753,122.75,F12,S
501,1,1,"Martin, Mr. Charles",male,40.59139729318483,2,1,200176,18.06,D23,Q
502,0,1,"Jones, Mr. Thomas",male,38.74903551923239,2,5,115897,159.14,,C
503,0,3,"Jackson, Mr. Harold",male,13.10820924482023,2,0,SOTON/OQ 117908,14.77,,S
504,1,2,"Hall, Mr. Alexander",male,30.530710139568736,0,4,80731,29.37,D78,S
505,1,3,"Graham, Miss. Elizabeth",female,45.276584892197576,3,1,STON/O 327424,13.9,,S
506,0,2,"Jackson, Mr. Michael",male,,2,6,117854,0.0,B81,Q
507,1,1,"Kelly, Mr. Peter",male,19.25072475843673,1,4,64079,32.36,,S
508,1,3,"Moore, Mr. Walter",male,37.36805387628878,1,0,STON/O 349483,20.4,,S
509,1,3,"Rice, Major. Robert",male,31.88761809252425,0,6,326374,14.83,,C
510,1,1,"Hill, Col. Frederick",male,27.990826063566864,3,3,68194,154.86,C137,Q
511,0,1,"Braund, Mr. Ernest",male,34.86203812376288,1,2,38792,108.2,,S
512,0,1,"Bonnell, Mr. Alfred",male,32.86096245465899,5,3,388410,26.0,,S
513,1,3,"Martinez, Mr. Benjamin",male,37.55040974865253,0,0,105292,4.24,,S
514,1,3,"Jones, Dr. Robert",male,50.60489303377575,1,0,39346,14.13,,S
515,0,3,"Scott, Col. Joseph",male,41.069850067538155,0,0,310963,0.0,T19,S
516,0,3,"Nasser, Mr. Richard",male,34.203573253654184,2,2,373330,31.41,,S
517,0,3,"Nasser, Mr. James",male,56.73706332393464,1,0,176324,17.86,,S
518,1,3,"Hall, Mr. Leonard",male,,1,1,381161,26.5,B52,S
519,1,3,"Williams, Miss. Julia",female,,0,2,320233,0.0,,S
520,0,1,"Vestrom, Mr. William",male,12.051754165882873,4,0,391857,158.67,,S
521,0,1,"Wright, Mr. Peter",male,15.376455126653248,1,2,79006,217.89,,S
522,0,2,"Hewlett, Mr. Albert",male,43.23187050057669,0,2,277923,3.83,,C
523,1,1,"Harris, Miss. Ida",female,20.56046905083177,1,1,284774,130.28,E108,S
524,1,3,"Brown, Col. Owen",male,15.083195581876751,4,0,144250,13.01,E116,S
525,1,3,"Harris, Mr. Michael",male,18.707762763035607,0,5,285928,0.0,,S
526,0,1,"Beesley, Mr. George",male,19.73292747468485,0,2,375311,113.57,,S
527,0,1,"King, Mr. Patrick",male,,2,0,SC/Paris 341752,134.02,,S
528,0,2,"Sutehall, Col. Patrick",male,,1,1,164384,13.19,,C
529,0,3,"Moubarek, Sir. John",male,9.800568295658618,4,2,PC 382064,25.83,,S
530,1,2,"Lewis, Miss. Bertha",female,30.150151017554172,2,0,SC/Paris 131466,0.0,,S
531,1,3,"Green, Mr. Alexander",male,32.92285892049951,0,5,81308,0.0,,S
532,1,1,"Heikkinen, Miss. Anna",female,22.74961550910765,8,0,108800,92.2,,S
533,1,1,"Cumings, Mrs. Anna",female,46.460333720794154,0,1,239269,85.52,,Q
534,0,3,"Johnson, Mr. Ernest",male,23.596386157461872,1,0,PC 304255,5.12,,S
535,1,3,"Taylor, Mr. Leonard",male,,1,0,59645,21.91,,S
536,1,1,"Garcia, Mr. Alfred",male,,0,0,120815,115.85,,S
537,1,3,"Garcia, Mr. Benjamin",male,43.1357798666439,5,2,A/5 364170,22.44,,S
538,0,3,"Vestrom, Mr. Charles",male,13.771012808307274,2,1,168973,11.65,,C
539,0,3,"Beesley, Mrs. Clara",female,31.12549778745249,0,0,30092,19.63,,C
540,0,2,"Jackson, Miss. Mabel",female,,2,1,133903,15.21,,C
541,1,3,"Masselmani, Major. Alexander",male,9.080905388840769,0,1,73782,35.59,D12,S
542,0,3,"Smith, Mr. Owen",male,45.723380582142184,0,0,318712,4.06,,S
543,0,3,"Walker, Mrs. Jane",female,17.84768699484343,1,0,367445,36.16,,S
544,1,1,"Kelly, Miss. Ida",female,,1,1,130999,86.09,F116,S
545,0,1,"Chapman, Miss. Jessie",female,15.006920383832973,0,1,101128,1.47,,S
546,0,2,"Scott, Mr. Alexander",male,39.86720172802041,2,1,103364,38.79,,S
547,0,3,"Miller, Mr. James",male,7.5740190777973595,1,5,65340,14.38,,C
548,1,1,"Sloper, Mr. Michael",male,38.65918460673623,1,6,PC 299757,135.07,,S
549,0,3,"Sandstrom, Mr. Alfred",male,44.84545280053018,1,6,31348,26.46,,S
550,1,3,"Hill, Mr. William",male,37.48908720057353,1,6,210720,16.72,E139,C
551,0,1,"Taylor, Mr. Charles",male,40.03311301577322,2,6,321903,48.47,D76,S
552,1,3,"Beesley, Ms. Marie",female,40.713423808881615,0,1,W./C. 263512,23.73,C132,S
553,0,2,"Heikkinen, Mr. Frank",male,,0,0,36851,21.01,,S
554,0,3,"Rice, Mr. Owen",male,,5,2,255640,20.54,,S
555,1,1,"Wright, Mr. Leonard",male,23.02889431506427,0,0,A/5 79858,0.0,E77,S
556,0,3,"Martin, Mr. John",male,28.737379544945405,0,1,201867,17.92,,S
557,0,3,"Miller, Mr. Henry",male,24.876758883911094,0,1,355521,5.98,,S
558,0,3,"Wright, Mr. Owen",male,36.827360752720985,2,0,STON/O 102735,31.19,,S
559,1,3,"Carlsson, Miss. Laura",female,21.898459974507375,4,3,81771,19.85,B8,Q
560,1,3,"Rice, Mr. Frank",male,30.670278001441844,0,2,100083,15.64,,S
561,1,3,"Scott, Mr. David",male,11.787514651382928,2,1,CA 98459,18.35,B37,S
562,0,3,"Moubarek, Mr. Walter",male,46.58764552327278,5,6,233682,2.02,,S
563,0,3,"Braund, Countess. Sarah",female,39.42574371627795,1,4,230171,30.86,,S
564,0,1,"Braund, Mrs. Emma",female,,2,6,PC 297412,203.48,E40,S
565,0,3,"O'Brien, Mrs. Ida",female,22.89733906462575,8,2,289480,17.32,G102,S
566,0,3,"Lewis, Mr. Henry",male,39.0471095716066,3,0,C.A. 296103,30.49,,S
567,0,3,"Futrelle, Rev. Samuel",male,19.444245980778554,2,5,A/5 75123,6.74,,S
568,0,1,"Futrelle, Mr. Owen",male,,0,3,A/5 22498,36.17,F77,C
569,1,3,"McCarthy, Mr. Edward",male,46.540282417755385,1,5,28197,13.45,,S
570,0,2,"Rice, Miss. Lillian",female,17.93677177251071,0,0,109775,26.65,,S
571,0,3,"Moran, Mr. William",male,35.04471202224294,1,0,341321,8.67,,S
572,1,1,"Martinez, Mrs. Charlotte",female,34.278016370564636,0,0,112030,116.27,,C
573,0,3,"Martinez, Mrs. Alice",female,,1,0,W./C. 118399,16.37,,S
574,1,3,"Jackson, Mr. Alfred",male,22.395051030492915,2,0,334964,2.02,,S
575,1,1,"Hewlett, Mrs. Bertha",female,47.31455732496858,1,0,337497,115.13,,Q
576,1,3,"Andersson, Mr. Walter",male,21.03525478137899,1,1,349058,22.5,D47,S
577,0,2,"Allen, Mr. Daniel",male,3.425435933620509,0,0,247222,23.23,,S
578,1,3,"Robinson, Mr. William",male,,1,1,PC 178833,25.68,,S
579,0,3,"Palsson, Mr. Richard",male,12.281101428366405,0,3,276478,0.0,,C
580,0,3,"Allen, Mr. Frank",male,39.73227660039876,0,0,59008,18.15,,S
581,0,3,"Beesley, Mr. Harold",male,,1,3,A/5 142932,0.13,,C
582,1,3,"Chapman, Sir. Edward",male,38.83137323678078,8,1,392407,0.75,,S
583,0,2,"Sloper, Mr. Samuel",male,45.23546387736862,1,0,PC 192285,12.8,,S
584,0,2,"Dooley, Rev. Samuel",male,58.990712050479885,0,1,99971,8.75,,S
585,1,3,"Lewis, Mr. Ernest",male,43.71802670782972,1,0,379226,6.97,,C
586,0,3,"Martinez, Mr. Patrick",male,34.49331419306882,8,6,CA 86990,10.64,D58,S
587,0,3,"Sutehall, Mr. Andrew",male,53.39224866109289,1,3,235975,22.21,,S
588,0,3,"Heikkinen, Ms. Mary",female,55.14424540027548,1,6,354388,9.47,,S
589,0,2,"Clark, Miss. Alice",female,55.347190857261594,3,2,C.A. 266334,0.39,,C
590,0,3,"Beesley, Miss. Mabel",female,22.56391902965796,0,1,33125,25.54,,S
591,0,1,"Hewlett, Miss. Jessie",female,10.06673380177314,5,0,167490,33.77,,S
592,1,3,"Kelly, Sir. Michael",male,,5,0,19768,12.35,,S
593,0,1,"Futrelle, Mrs. Sarah",female,39.90280342900104,4,0,254807,110.79,,Q
594,0,2,"Williams, Mr. Leonard",male,32.00780470731553,1,6,193154,23.59,E69,C
595,1,2,"Moore, Mr. Thomas",male,,2,1,221566,35.22,,S
596,0,2,"Kelly, Miss. Jane",female,37.82698028267156,0,3,287076,27.23,,S
597,1,3,"Garcia, Mr. Daniel",male,8.373326315737625,5,0,91365,3.53,,S
598,0,2,"Hill, Mrs. Anna",female,,4,0,W./C. 302075,49.32,G76,Q
599,0,2,"Carlsson, Miss. Clara",female,45.91763585029422,0,6,247991,23.53,E57,S
600,0,1,"Lewis, Miss. Clara",female,37.665076846094315,1,0,140143,75.16,C50,S
601,0,2,"Moore, Miss. Annie",female,39.73124241658906,2,0,16540,33.53,,S
602,0,1,"Carlsson, Mr. David",male,52.86190545431146,0,0,253515,98.97,,Q
603,0,1,"Beesley, Capt. Robert",male,,0,4,A/5 250643,107.95,,S
604,0,3,"Jackson, Mr. Harold",male,,8,0,W./C. 284126,40.41,,S
605,0,3,"Smith, Mr. Peter",male,46.947968118643104,5,5,259632,9.97,,C
606,0,3,"Rice, Dr. Michael",male,46.68124914999194,0,4,249495,9.5,,S
607,0,3,"Smith, Ms. Marie",female,37.79522928395905,1,0,47936,14.28,,S
608,0,2,"Allen, Miss. Mary",female,27.3746204915545,2,5,38381,34.93,,Q
609,0,3,"Chapman, Mr. Alfred",male,29.720004939615784,0,5,291218,0.0,F79,Q
610,1,3,"Nasser, Col. Patrick",male,11.186792194099244,1,0,SC/Paris 181449,0.0,,C
611,0,3,"Andersson, Sir. Alfred",male,45.83772468800444,5,0,C.A. 152733,6.54,F33,S
612,1,1,"White, Major. Andrew",male,45.32594398817258,1,0,STON/O 119724,0.0,,S
613,1,2,"Wilson, Miss. Sarah",female,10.680600118231634,1,0,14703,15.48,D40,Q
614,0,2,"Palsson, Mr. Daniel",male,,8,0,380635,27.53,D106,S
615,1,2,"Martinez, Major. Benjamin",male,35.55947399763062,5,4,296305,9.42,,C
616,1,3,"Rice, Mr. David",male,14.881375399333454,1,3,239411,0.0,B37,Q
617,0,3,"Sutehall, Mr. Walter",male,12.212997084449192,1,1,PC 296493,13.76,,S
618,0,3,"Scott, Major. Alfred",male,35.115652406324976,0,1,394348,22.49,A74,C
619,1,3,"Graham, Dr. William",male,,1,3,332065,0.0,,C
620,1,3,"Chapman, Mr. John",male,56.08925833297022,1,0,STON/O 237981,22.02,,S
621,0,3,"Dooley, Mr. Leonard",male,43.51267672240914,0,0,C.A. 176295,21.99,T112,S
622,0,3,"Kelly, Mr. Arthur",male,36.5685504826173,1,2,C.A. 331515,23.49,,S
623,0,1,"Smith, Countess. Marie",female,37.28464555803472,3,0,A/5 267278,157.11,,S
624,0,1,"Heikkinen, Mr. Patrick",male,48.99757411532393,0,0,SC/Paris 337033,216.12,B129,S
625,0,1,"White, Dr. Samuel",male,,0,0,354383,62.63,,S
626,0,3,"Garcia, Dr. Leonard",male,36.94661335819232,0,1,338530,14.21,,C
